"","directorio","secuencia_p","orden","p3271","p6040","p6050","p6090","p6100","p3042","p3042s1","p3043","clase","mes","p6240","pet","p6426","p6500","p6510","p6510s1","p6510s2","p6590","p6590s1","p6600","p6600s1","p6610","p6610s1","p6620","p6620s1","p6585s1","p6585s1a1","p6585s1a2","p6585s2","p6585s2a1","p6585s2a2","p6585s3","p6585s3a1","p6585s3a2","p6585s4","p6585s4a1","p6585s4a2","p6545","p6545s1","p6545s2","p6580","p6580s1","p6580s2","p6630s1","p6630s1a1","p6630s2","p6630s2a1","p6630s3","p6630s3a1","p6630s4","p6630s4a1","p6630s6","p6630s6a1","p6750","p3073","p550","p6800","p6920","p7040","p7045","p7050","p7070","p7090","p7110","p7120","p7140s1","p7140s2","p7150","p7160","p6430","oc","p7350","p7422","p7422s1","des","fft","p7500s1","p7500s1a1","p7500s3","p7500s3a1","p7510s1","p7510s1a1","p7510s2","p7510s2a1","p7510s5","p7510s5a1","p7510s6","p7510s6a1","p7510s7","p7510s7a1","p7495","p7500s2","p7500s2a1","p7505","p7510s3","p7510s3a1","cclasnr2","cclasnr3","cclasnr4","cclasnr5","cclasnr6","cclasnr7","cclasnr8","cclasnr11","impa","isa","ie","imdi","iof1","iof2","iof3h","iof3i","iof6","impaes","isaes","iees","imdies","iof1es","iof3hes","iof6es","iof2es","iof3ies","ingtotob","ingtotes","ingtot","fex_c","dominio","ciudad_sinam","dpto","fex_dpto"
"17239",8334092,1,3,1,57,7,1,3,3,5,NA,1,8,1,1,120,1200000,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,NA,50,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1200000,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,NA,1200000,29.153553405,"BARRANQUILLA","BARRANQUILLA","Atlántico",29.1535534049771
"17240",8334092,1,2,2,61,3,1,3,5,2,2,1,8,1,1,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200000,1,NA,30,2,2,NA,NA,0,2,NA,NA,1,1,2,2,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2e+05,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,NA,2e+05,29.153553405,"BARRANQUILLA","BARRANQUILLA","Atlántico",29.1535534049771
"17241",8334092,1,1,2,89,1,1,3,3,5,NA,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,1,1,1700000,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,141666.66667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,141666.66667,NA,141666.66667,29.153553405,"BARRANQUILLA","BARRANQUILLA","Atlántico",29.1535534049771
"17242",8334092,1,11,1,13,8,1,3,4,0,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.153553405,"BARRANQUILLA","BARRANQUILLA","Atlántico",29.1535534049771
"17243",8334094,1,3,2,11,3,1,3,3,3,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.053349217,"BARRANQUILLA","BARRANQUILLA","Atlántico",79.0533492166421
"17244",8334094,1,2,2,14,3,1,3,4,3,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.053349217,"BARRANQUILLA","BARRANQUILLA","Atlántico",79.0533492166421
"17245",8334094,1,4,1,15,6,1,3,5,0,1,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,1,3000000,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,250000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,NA,250000,79.053349217,"BARRANQUILLA","BARRANQUILLA","Atlántico",79.0533492166421
"17246",8334094,1,1,2,37,1,1,3,8,2,2,1,8,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400000,1,NA,10,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,1,4800000,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4e+05,0,NA,NA,0,NA,4e+05,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,8e+05,79.053349217,"BARRANQUILLA","BARRANQUILLA","Atlántico",79.0533492166421
"17247",8334095,1,6,2,15,8,1,3,5,0,1,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,110.40054092,"BARRANQUILLA","","Atlántico",110.400540915157
"17248",8334095,1,5,1,35,7,1,3,5,2,2,1,8,1,1,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720000,1,NA,24,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,720000,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,720000,NA,720000,110.40054092,"BARRANQUILLA","","Atlántico",110.400540915157
"17249",8334095,1,4,2,34,3,1,3,5,2,2,1,8,4,1,6,240000,2,0,NA,1,80000,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,NA,16,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,240000,0,80000,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,320000,NA,320000,110.40054092,"BARRANQUILLA","","Atlántico",110.400540915157
"17250",8334095,1,3,1,31,3,1,3,5,2,2,1,8,1,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150000,1,NA,40,2,2,NA,NA,0,2,NA,NA,2,1,1,1,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1150000,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150000,NA,1150000,110.40054092,"BARRANQUILLA","","Atlántico",110.400540915157
"17251",8334095,1,2,2,58,2,1,3,10,1,2,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,110.40054092,"BARRANQUILLA","","Atlántico",110.400540915157
"17252",8334095,1,1,1,60,1,1,3,4,1,NA,1,8,1,1,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600000,1,NA,32,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1,1,400000,0,0,0,0,0,0,0,0,6e+05,0,NA,NA,0,NA,0,33333.333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,633333.33333,NA,633333.33333,110.40054092,"BARRANQUILLA","","Atlántico",110.400540915157
"17253",8334095,1,8,1,8,8,1,3,3,1,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.40054092,"BARRANQUILLA","","Atlántico",110.400540915157
"17254",8334095,1,7,2,9,8,1,3,3,3,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.40054092,"BARRANQUILLA","","Atlántico",110.400540915157
"17255",8334096,1,5,1,15,3,1,3,5,0,1,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50.76397515,"BARRANQUILLA","BARRANQUILLA","Atlántico",50.7639751502953
"17256",8334096,1,4,2,16,3,1,3,5,1,1,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50.76397515,"BARRANQUILLA","BARRANQUILLA","Atlántico",50.7639751502953
"17257",8334096,1,3,1,22,3,1,3,10,6,2,1,8,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300000,1,NA,30,2,2,NA,NA,0,1,2,1,2,1,2,1,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3e+05,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+05,NA,3e+05,50.76397515,"BARRANQUILLA","BARRANQUILLA","Atlántico",50.7639751502953
"17258",8334096,1,2,2,39,2,1,3,5,2,2,1,8,1,1,6,500000,2,0,NA,1,240000,2,0,2,0,2,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,NA,20,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5e+05,0,240000,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,740000,NA,740000,50.76397515,"BARRANQUILLA","BARRANQUILLA","Atlántico",50.7639751502953
"17259",8334096,1,1,1,51,1,1,1,2,1,NA,1,8,1,1,53,1623500,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,0,1,1,84000,2,2,0,NA,2,0,NA,2,0,NA,1,1400000,2,0,2,0,2,0,2,0,NA,1,NA,45,1,1,5,4,500000,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1824166.6667,500000,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324166.6667,NA,2324166.6667,50.76397515,"BARRANQUILLA","BARRANQUILLA","Atlántico",50.7639751502953
"17260",8334097,1,3,2,24,8,1,3,8,4,5,1,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,52.993107265,"BARRANQUILLA","BARRANQUILLA","Atlántico",52.9931072645687
"17261",8334097,1,2,1,18,8,1,3,4,1,NA,1,8,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800000,1,NA,48,2,2,NA,NA,0,2,NA,NA,1,1,1,1,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,8e+05,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,8e+05,52.993107265,"BARRANQUILLA","BARRANQUILLA","Atlántico",52.9931072645687
"17262",8334097,1,1,2,73,1,1,1,4,1,NA,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,NA,1,NA,0,NA,0,1,6000000,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,5e+05,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,NA,5e+05,52.993107265,"BARRANQUILLA","BARRANQUILLA","Atlántico",52.9931072645687
"17263",8334098,1,3,2,15,3,1,2,5,1,1,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,57.271999195,"BARRANQUILLA","BARRANQUILLA","Atlántico",57.2719991949322
"17264",8334098,1,2,2,37,2,1,2,8,4,5,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,57.271999195,"BARRANQUILLA","BARRANQUILLA","Atlántico",57.2719991949322
"17265",8334098,1,1,1,41,1,1,2,8,4,5,1,8,1,1,1,1423500,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,200000,2,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,NA,1,NA,48,3,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,0,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1,1423500,NA,NA,NA,0,0,0,0,0,0,0,0,1623500,0,0,NA,0,1423500,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3047000,NA,3047000,57.271999195,"BARRANQUILLA","BARRANQUILLA","Atlántico",57.2719991949322
"17266",8334098,1,4,2,0,3,1,1,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.271999195,"BARRANQUILLA","BARRANQUILLA","Atlántico",57.2719991949322
"17267",8334099,1,2,1,12,3,1,3,4,0,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.852066253,"BARRANQUILLA","BARRANQUILLA","Atlántico",54.8520662532661
"17268",8334099,1,1,2,35,1,1,3,5,2,2,1,8,4,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200000,1,NA,4,2,2,NA,NA,0,2,NA,NA,2,1,1,1,4,1,NA,NA,NA,NA,NA,NA,0,NA,0,1,1000000,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2e+05,0,NA,NA,0,NA,83333.333333,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,283333.33333,NA,283333.33333,54.852066253,"BARRANQUILLA","BARRANQUILLA","Atlántico",54.8520662532661
"17269",8334100,1,6,1,64,6,1,3,3,5,NA,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,1,NA,0,NA,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,80.800204701,"BARRANQUILLA","","Atlántico",80.8002047014684
"17270",8334100,1,4,2,19,3,1,3,8,1,2,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,80.800204701,"BARRANQUILLA","","Atlántico",80.8002047014684
"17271",8334100,1,3,2,20,3,1,3,9,6,6,1,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,80.800204701,"BARRANQUILLA","","Atlántico",80.8002047014684
"17272",8334100,1,2,2,38,2,1,3,3,1,NA,1,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,80.800204701,"BARRANQUILLA","","Atlántico",80.8002047014684
